EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country,MultiShowDay
1419,2016-08-14,NJPW,NJPW G1 Climax,NJPW G1 Climax 26,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1420,2016-08-19,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #73,Televised,"Osaka, Japan",Osaka,Japan,Japan,False
1421,2016-08-21,NJPW,NJPW Super J Cup,NJPW Super J Cup 2016,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1422,2016-08-26,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #74,Televised,"Osaka, Japan",Osaka,Japan,Japan,False
1423,2016-09-01,NJPW,NJPW Lion's Gate Project,NJPW Lion's Gate Project3,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1424,2016-09-04,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Kuwana, Mie, Japan",Kuwana,Mie,Japan,False
1425,2016-09-06,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Tochigi, Japan",Tochigi,Japan,Japan,False
1426,2016-09-07,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Saitama, Japan",Saitama,Japan,Japan,False
1427,2016-09-08,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Shibata, Niigata, Japan",Shibata,Niigata,Japan,False
1428,2016-09-09,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #75,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1429,2016-09-10,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Toyama, Japan",Toyama,Japan,Japan,False
1430,2016-09-11,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Fuji, Shizuoka, Japan",Fuji,Shizuoka,Japan,False
1431,2016-09-12,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1432,2016-09-14,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Aomori, Japan",Aomori,Japan,Japan,False
1433,2016-09-15,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Goshogowara, Aomori, Japan",Goshogowara,Aomori,Japan,False
1434,2016-09-16,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #76,Televised,"Sendai, Miyagi, Japan",Sendai,Miyagi,Japan,False
1435,2016-09-17,NJPW,NJPW Destruction,NJPW Destruction In Tokyo 2016,PLE/PPV,"Tokyo, Japan",Tokyo,Japan,Japan,False
1436,2016-09-19,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Otsu, Shiga, Japan",Otsu,Shiga,Japan,False
1437,2016-09-20,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Wakayama, Japan",Wakayama,Japan,Japan,False
1438,2016-09-21,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Niihama, Ehime, Japan",Niihama,Ehime,Japan,False
1439,2016-09-22,NJPW,NJPW Destruction,NJPW Destruction In Hiroshima 2016,PLE/PPV,"Hiroshima, Japan",Hiroshima,Japan,Japan,False
1440,2016-09-23,NJPW,NJPW Road To Destruction,NJPW Road To Destruction 2016,Non-Televised,"Tottori, Japan",Tottori,Japan,Japan,True
1441,2016-09-23,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #77,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1442,2016-09-25,NJPW,NJPW Destruction,NJPW Destruction In Kobe 2016,PLE/PPV,"Kobe, Hyogo, Japan",Kobe,Hyogo,Japan,False
1443,2016-09-30,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #78,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1444,2016-10-07,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #79,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1445,2016-10-08,NJPW,NJPW New Japan Road ~ Ganbare! Uonuma,NJPW New Japan Road ~ Ganbare! Uonuma 2016 ~,Non-Televised,"Uonuma, Niigata, Japan",Uonuma,Niigata,Japan,False
1446,2016-10-10,NJPW,NJPW King Of ProWrestling,NJPW King Of Pro-Wrestling 2016,PLE/PPV,"Tokyo, Japan",Tokyo,Japan,Japan,False
1447,2016-10-14,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #80,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1448,2016-10-15,NJPW,NJPW Wrestling World,NJPW Wrestling World 2016 In Taiwan,PLE/PPV,"New Taipei, Taiwan, Taiwan",New Taipei,Taiwan,Taiwan,False
1449,2016-10-21,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #81,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1450,2016-10-21,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1451,2016-10-23,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016  ~ Blue Justice VI~,Non-Televised,"Togane, Chiba, Japan",Togane,Chiba,Japan,False
1452,2016-10-25,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Toyohashi, Aichi, Japan",Toyohashi,Aichi,Japan,False
1453,2016-10-27,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Morioka, Iwate, Japan",Morioka,Iwate,Japan,False
1454,2016-10-28,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Fukushima, Japan",Fukushima,Japan,Japan,True
1455,2016-10-28,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #82,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1456,2016-10-30,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1457,2016-11-01,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Kumagaya, Saitama, Japan",Kumagaya,Saitama,Japan,False
1458,2016-11-02,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Shizuoka, Japan",Shizuoka,Japan,Japan,False
1459,2016-11-03,NJPW,NJPW Road To Power Struggle,NJPW Road To Power Struggle 2016,Non-Televised,"Gifu, Japan",Gifu,Japan,Japan,False
1460,2016-11-04,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #83,Televised,"Osaka, Japan",Osaka,Japan,Japan,False
1461,2016-11-05,NJPW,NJPW Power Struggle,NJPW Power Struggle 2016,PLE/PPV,"Osaka, Japan",Osaka,Japan,Japan,False
1462,2016-11-10,NJPW,RevPro/NJPW G1 Climaxlobal Wars,RevPro/NJPW Global Wars UK 2016,PLE/PPV,"London, England, UK",London,England,UK,False
1463,2016-11-11,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #84,Televised,"Nagaoka, Niigata, Japan",Nagaoka,Niigata,Japan,True
1464,2016-11-11,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #85,Televised,"Nagaoka, Niigata, Japan",Nagaoka,Niigata,Japan,True
1465,2016-11-11,NJPW,RevPro/NJPW G1 Climaxlobal Wars,RevPro/NJPW Global Wars UK 2016,PLE/PPV,"London, England, UK",London,England,UK,True
1466,2016-11-12,NJPW,NJPW Charity ProWrestling On The Mat,NJPW Charity Pro-Wrestling On The Mat,Televised,"Auckland, New Zealand",Auckland,New Zealand,New Zealand,False
1467,2016-11-15,NJPW,NJPW Wrestling World,NJPW Wrestling World 2016 In Singapore,PLE/PPV,"Singapur, Singapur, Singapur",Singapur,Singapur,Singapur,False
1468,2016-11-18,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #86,Televised,"Aomori, Japan",Aomori,Japan,Japan,True
1469,2016-11-18,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1470,2016-11-19,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Fujisawa, Kanegawa, Japan",Fujisawa,Kanegawa,Japan,False
1471,2016-11-20,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Takasaki, Gunma, Japan",Takasaki,Gunma,Japan,False
1472,2016-11-22,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Kanazawa, Ishikawa, Japan",Kanazawa,Ishikawa,Japan,False
1473,2016-11-23,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Nagoya, Aichi, Japan",Nagoya,Aichi,Japan,False
1474,2016-11-25,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Hiroshima, Japan",Hiroshima,Japan,Japan,False
1475,2016-11-26,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Kochi, Japan",Kochi,Japan,Japan,False
1476,2016-11-27,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Imabari, Ehime, Japan",Imabari,Ehime,Japan,False
1477,2016-11-29,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Sasebo, Nagasaki, Japan",Sasebo,Nagasaki,Japan,False
1478,2016-11-30,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Satsuma-Sendai, Kagoshima, Japan",Satsuma-Sendai,Kagoshima,Japan,False
1479,2016-12-01,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Beppu, Oita, Japan",Beppu,Oita,Japan,False
1480,2016-12-02,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Yamaguchi, Japan",Yamaguchi,Japan,Japan,True
1481,2016-12-02,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #87,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1482,2016-12-02,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #88,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1483,2016-12-04,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Kobe, Hyogo, Japan",Kobe,Hyogo,Japan,False
1484,2016-12-05,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Kyoto, Japan",Kyoto,Japan,Japan,False
1485,2016-12-07,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Mito, Ibaraki, Japan",Mito,Ibaraki,Japan,False
1486,2016-12-08,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Hachinohe, Amori, Japan",Hachinohe,Amori,Japan,False
1487,2016-12-09,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #89,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1488,2016-12-09,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #90,Televised,"Fukuoka, Japan",Fukuoka,Japan,Japan,True
1489,2016-12-10,NJPW,NJPW World Tag League,NJPW World Tag League 2016,Televised,"Rifu, Miyagi, Japan",Rifu,Miyagi,Japan,False
1490,2016-12-16,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #91,Televised,"Fukuoka, Japan",Fukuoka,Japan,Japan,True
1491,2016-12-16,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #92,Televised,"Fukuoka, Japan",Fukuoka,Japan,Japan,True
1492,2016-12-16,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #93,Televised,"Fukuoka, Japan",Fukuoka,Japan,Japan,True
1493,2016-12-16,NJPW,NJPW Road To Tokyo Dome,NJPW Road To Tokyo Dome 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1494,2016-12-17,NJPW,NJPW Road To Tokyo Dome,NJPW Road To Tokyo Dome 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1495,2017-01-03,NJPW,NJPW Big ProWrestling Festival,NJPW Big Pro-Wrestling Festival 2017,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1496,2017-01-04,NJPW,NJPW Wrestle Kingdom,NJPW Wrestle Kingdom 11 In Tokyo Dome,PLE/PPV,"Tokyo, Japan",Tokyo,Japan,Japan,False
1497,2017-01-05,NJPW,NJPW New Year Dash !!,NJPW New Year Dash !! 2017,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1498,2017-01-13,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #94,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1499,2017-01-13,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Osaka, Japan",Osaka,Japan,Japan,True
1500,2017-01-14,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Matsuyama, Ehime, Japan",Matsuyama,Ehime,Japan,False
1501,2017-01-15,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Kyoto, Japan",Kyoto,Japan,Japan,False
1502,2017-01-16,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Nagoya, Aichi, Japan",Nagoya,Aichi,Japan,False
1503,2017-01-20,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #95,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1504,2017-01-20,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1505,2017-01-21,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1506,2017-01-22,NJPW,NJPW Presents CMLL Fantastica Mania,NJPW Presents CMLL Fantastica Mania 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1507,2017-01-27,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #96,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1508,2017-01-27,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1509,2017-01-29,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Shizukuishi, Iwate, Japan",Shizukuishi,Iwate,Japan,False
1510,2017-01-31,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Sendai, Miyagi, Japan",Sendai,Miyagi,Japan,False
1511,2017-02-01,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Aomori, Japan",Aomori,Japan,Japan,False
1512,2017-02-02,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Akita, Japan",Akita,Japan,Japan,False
1513,2017-02-03,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #97,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1514,2017-02-05,NJPW,NJPW The New Beginning,NJPW The New Beginning In Sapporo 2017,PLE/PPV,"Sapporo, Hokkaido, Japan",Sapporo,Hokkaido,Japan,False
1515,2017-02-07,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1516,2017-02-08,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Kanuma, Tochigi, Japan",Kanuma,Tochigi,Japan,False
1517,2017-02-09,NJPW,NJPW Road To The New Beginning,NJPW Road To The New Beginning 2017,Non-Televised,"Nagano, Japan",Nagano,Japan,Japan,False
1518,2017-02-10,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #98,Televised,"Sendai, Miyagi, Japan",Sendai,Miyagi,Japan,False
1519,2017-02-11,NJPW,NJPW The New Beginning,NJPW The New Beginning In Osaka 2017,PLE/PPV,"Osaka, Japan",Osaka,Japan,Japan,False
1520,2017-02-17,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #99,Televised,"Sendai, Miyagi, Japan",Sendai,Miyagi,Japan,False
1521,2017-02-21,NJPW,NJPW Togi Makabe,NJPW Togi Makabe 20th Anniversary Show,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1522,2017-02-24,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #100,Televised,"Osaka, Japan",Osaka,Japan,Japan,False
1523,2017-02-26,NJPW,ROH/NJPW Honor Rising: Japan,ROH/NJPW Honor Rising: Japan 2017,PLE/PPV,"Tokyo, Japan",Tokyo,Japan,Japan,False
1524,2017-02-27,NJPW,ROH/NJPW Honor Rising: Japan,ROH/NJPW Honor Rising: Japan 2017,PLE/PPV,"Tokyo, Japan",Tokyo,Japan,Japan,False
1525,2017-03-01,NJPW,NJPW New Japan Road,NJPW New Japan Road 2017,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1526,2017-03-03,NJPW,NJPW New Japan Road,NJPW New Japan Road 2017,Televised,"Naha, Okinawa, Japan",Naha,Okinawa,Japan,True
1527,2017-03-03,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #101,Televised,"Osaka, Japan",Osaka,Japan,Japan,True
1528,2017-03-06,NJPW,NJPW 45th Anniversary Show,NJPW 45th Anniversary Show,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1529,2017-03-07,NJPW,NJPW 45th Anniversary In Korakuen Hall,NJPW 45th Anniversary In Korakuen Hall,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1530,2017-03-10,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #102,Televised,"Sapporo, Hokkaido, Japan",Sapporo,Hokkaido,Japan,True
1531,2017-03-10,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #103,Televised,"Sapporo, Hokkaido, Japan",Sapporo,Hokkaido,Japan,True
1532,2017-03-11,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Nagoya, Aichi, Japan",Nagoya,Aichi,Japan,False
1533,2017-03-12,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Amagasaki, Hyogo, Japan",Amagasaki,Hyogo,Japan,False
1534,2017-03-13,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Fukui, Japan",Fukui,Japan,Japan,False
1535,2017-03-14,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Shiga, Japan",Shiga,Japan,Japan,False
1536,2017-03-15,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Matsumoto, Nagano, Japan",Matsumoto,Nagano,Japan,False
1537,2017-03-17,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Tokorozawa, Saitama, Japan",Tokorozawa,Saitama,Japan,True
1538,2017-03-17,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #104,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1539,2017-03-17,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #105,Televised,"Osaka, Japan",Osaka,Japan,Japan,True
1540,2017-03-19,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Hamamatsu, Shizuoka, Japan",Hamamatsu,Shizuoka,Japan,False
1541,2017-03-20,NJPW,NJPW New Japan Cup,NJPW New Japan Cup 2017,Televised,"Nagaoka, Niigata, Japan",Nagaoka,Niigata,Japan,False
1542,2017-03-24,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #106,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1543,2017-03-24,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #107,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1544,2017-03-25,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Shizuoka, Japan",Shizuoka,Japan,Japan,False
1545,2017-03-26,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1546,2017-03-29,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Iwaki, Fukushima, Japan",Iwaki,Fukushima,Japan,False
1547,2017-03-30,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Akita, Japan",Akita,Japan,Japan,False
1548,2017-03-31,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Kurihara, Miyagi, Japan",Kurihara,Miyagi,Japan,True
1549,2017-03-31,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #108,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1550,2017-03-31,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #109,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1551,2017-04-01,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Kuki, Saitama, Japan",Kuki,Saitama,Japan,False
1552,2017-04-02,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Ashikaga, Tochigi, Japan",Ashikaga,Tochigi,Japan,False
1553,2017-04-04,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1554,2017-04-05,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Takaoka, Toyama, Japan",Takaoka,Toyama,Japan,False
1555,2017-04-07,NJPW,NJPW Road To Sakura Genesis,NJPW Road To Sakura Genesis 2017,Non-Televised,"Yamagata, Japan",Yamagata,Japan,Japan,True
1556,2017-04-07,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #110,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1557,2017-04-09,NJPW,NJPW Sakura Genesis,NJPW Sakura Genesis 2017,PLE/PPV,"Tokyo, Japan",Tokyo,Japan,Japan,False
1558,2017-04-13,NJPW,NJPW Lion's Gate Project,NJPW Lion's Gate Project4,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1559,2017-04-14,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #111,Televised,"Hiroshima, Japan",Hiroshima,Japan,Japan,False
1560,2017-04-21,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #112,Televised,"Kobe, Hyogo, Japan",Kobe,Hyogo,Japan,False
1561,2017-04-22,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1562,2017-04-23,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1563,2017-04-25,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017,Non-Televised,"Osaka, Japan",Osaka,Japan,Japan,False
1564,2017-04-26,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017,Non-Televised,"Kakogawa, Hyogo, Japan",Kakogawa,Hyogo,Japan,False
1565,2017-04-27,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017  ~ Aki Sengoku Emaki ~,Non-Televised,"Hiroshima, Japan",Hiroshima,Japan,Japan,False
1566,2017-04-28,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #113,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1567,2017-04-29,NJPW,NJPW Wrestling Toyonokuni,NJPW Wrestling Toyonokuni 2017,Televised,"Beppu, Oita, Japan",Beppu,Oita,Japan,False
1568,2017-04-30,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017,Non-Televised,"Hyuga, Miyazaki, Japan",Hyuga,Miyazaki,Japan,False
1569,2017-05-01,NJPW,NJPW Road To Wrestling Dontaku,NJPW Road To Wrestling Dontaku 2017,Non-Televised,"Aira, Kagoshima, Japan",Aira,Kagoshima,Japan,False
1570,2017-05-03,NJPW,NJPW Wrestling Dontaku,NJPW Wrestling Dontaku 2017,PLE/PPV,"Fukuoka, Japan",Fukuoka,Japan,Japan,False
1571,2017-05-05,NJPW,NJPW New Japan Road,NJPW New Japan Road 2017,Televised,"Matsuyama, Ehime, Japan",Matsuyama,Ehime,Japan,True
1572,2017-05-05,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #114,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,True
1573,2017-05-07,NJPW,ROH/NJPW War Of The Worlds,ROH/NJPW War Of The Worlds 2017,PLE/PPV,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,False
1574,2017-05-09,NJPW,NJPW Lion's Gate Project,NJPW Lion's Gate Project5,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1575,2017-05-10,NJPW,ROH/NJPW War Of The Worlds,ROH/NJPW War Of The Worlds 2017,PLE/PPV,"Dearborn, Michigan, USA",Dearborn,Michigan,USA,False
1576,2017-05-12,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #115,Televised,"Osaka, Japan",Osaka,Japan,Japan,True
1577,2017-05-12,NJPW,ROH/NJPW War Of The Worlds,ROH/NJPW War Of The Worlds 2017,PLE/PPV,"New York City, New York, USA",New York City,New York,USA,True
1578,2017-05-17,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1579,2017-05-18,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1580,2017-05-19,NJPW,NJPW World ProWrestling,NJPW World Pro-Wrestling #116,Televised,"Osaka, Japan",Osaka,Japan,Japan,False
1581,2017-05-20,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Matsusaka, Mie, Japan",Matsusaka,Mie,Japan,False
1582,2017-05-21,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Kira, Shizuoka, Japan",Kira,Shizuoka,Japan,False
1583,2017-05-22,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1584,2017-05-23,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Tochigi, Japan",Tochigi,Japan,Japan,False
1585,2017-05-25,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Komatsu, Ishikawa, Japan",Komatsu,Ishikawa,Japan,False
1586,2017-05-26,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Nagano, Japan",Nagano,Japan,Japan,False
1587,2017-05-27,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Tsukuba, Ibaraki, Japan",Tsukuba,Ibaraki,Japan,False
1588,2017-05-28,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Takasaki, Gunma, Japan",Takasaki,Gunma,Japan,False
1589,2017-05-29,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Tokyo, Japan",Tokyo,Japan,Japan,False
1590,2017-05-31,NJPW,NJPW Best Of The Super Junior,NJPW Best Of The Super Junior XXIV,Televised,"Osaka, Japan",Osaka,Japan,Japan,False
