EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country,MultiShowDay
6841,2020-02-21,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Ocala, Florida, USA",Ocala,Florida,USA,True
6842,2020-02-21,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA,True
6843,2020-02-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1070,Televised,"Glendale, Arizona, USA",Glendale,Arizona,USA,True
6844,2020-02-21,WWE,WWE 205 Live,WWE 205 Live #167,Televised,"Glendale, Arizona, USA",Glendale,Arizona,USA,True
6845,2020-02-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Oshkosh, Wisconsin, USA",Oshkosh,Wisconsin,USA,True
6846,2020-02-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Cocoa, Florida, USA",Cocoa,Florida,USA,True
6847,2020-02-23,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Paul, Minnesota, USA",St. Paul,Minnesota,USA,True
6848,2020-02-23,WWE,WWE Live,WWE Live,Non-Televised,"Brandon, Manitoba, Canada",Brandon,Manitoba,Canada,True
6849,2020-02-24,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1396,Televised,"Winnipeg, Manitoba, Canada",Winnipeg,Manitoba,Canada,True
6850,2020-02-24,WWE,WWE Main Event,WWE Main Event #387,Televised,"Winnipeg, Manitoba, Canada",Winnipeg,Manitoba,Canada,True
6851,2020-02-26,WWE,WWE NXT,WWE NXT #514,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6852,2020-02-27,WWE,WWE Super ShowDown,WWE Super ShowDown 2020 Kickoff,Televised,"Riyadh, Saudi-Arabien",Riyadh,Saudi-Arabien,Saudi Arabia,True
6853,2020-02-27,WWE,WWE Super ShowDown,WWE Super ShowDown 2020,PLE/PPV,"Riyadh, Saudi-Arabien",Riyadh,Saudi-Arabien,Saudi Arabia,True
6854,2020-02-28,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Largo, Florida, USA",Largo,Florida,USA,True
6855,2020-02-28,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1071,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
6856,2020-02-28,WWE,WWE 205 Live,WWE 205 Live #168,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
6857,2020-02-29,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
6858,2020-02-29,WWE,WWE Live,WWE Live,Non-Televised,"State College, Pennsylvania, USA",State College,Pennsylvania,USA,True
6859,2020-02-29,WWE,WWE Live,WWE Live,Non-Televised,"Elmira, New York, USA",Elmira,New York,USA,True
6860,2020-03-01,WWE,WWE Live,WWE Live,Non-Televised,"Syracuse, New York, USA",Syracuse,New York,USA,True
6861,2020-03-01,WWE,WWE Live,WWE Live,Non-Televised,"Salisbury, Maryland, USA",Salisbury,Maryland,USA,True
6862,2020-03-02,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1397,Televised,"New York City, New York, USA",New York City,New York,USA,True
6863,2020-03-02,WWE,WWE Main Event,WWE Main Event #388,Televised,"New York City, New York, USA",New York City,New York,USA,True
6864,2020-03-04,WWE,WWE NXT,WWE NXT #515,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6865,2020-03-05,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Columbus, Ohio, USA",Columbus,Ohio,USA,False
6866,2020-03-06,WWE,WWE NXT UK,WWE NXT UK #84,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England,True
6867,2020-03-06,WWE,WWE NXT UK,WWE NXT UK #83,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England,True
6868,2020-03-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Cleveland, Ohio, USA",Cleveland,Ohio,USA,True
6869,2020-03-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Melbourne, Florida, USA",Melbourne,Florida,USA,True
6870,2020-03-06,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1072,Televised,"Buffalo, New York, USA",Buffalo,New York,USA,True
6871,2020-03-06,WWE,WWE 205 Live,WWE 205 Live #169,Televised,"Buffalo, New York, USA",Buffalo,New York,USA,True
6872,2020-03-07,WWE,WWE NXT UK,WWE NXT UK #86,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England,True
6873,2020-03-07,WWE,WWE NXT UK,WWE NXT UK #85,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England,True
6874,2020-03-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Royal Oak, Michigan, USA",Royal Oak,Michigan,USA,True
6875,2020-03-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6876,2020-03-07,WWE,WWE Live,WWE Live,Non-Televised,"Allentown, Pennsylvania, USA",Allentown,Pennsylvania,USA,True
6877,2020-03-08,WWE,WWE Elimination Chamber,WWE Elimination Chamber 2020 Kickoff,PLE/PPV,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
6878,2020-03-08,WWE,WWE Elimination Chamber,WWE Elimination Chamber 2020,PLE/PPV,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
6879,2020-03-09,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1398,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA,True
6880,2020-03-09,WWE,WWE Main Event,WWE Main Event #389,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA,True
6881,2020-03-11,WWE,WWE NXT,WWE NXT #516,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,False
6882,2020-03-13,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1073,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6883,2020-03-13,WWE,WWE 205 Live,WWE 205 Live #170,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6884,2020-03-16,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1399,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6885,2020-03-16,WWE,WWE Main Event,WWE Main Event #390,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6886,2020-03-18,WWE,WWE NXT,WWE NXT #517,Televised,"Stamford, Connecticut, USA",Stamford,Connecticut,USA,False
6887,2020-03-20,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1074,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6888,2020-03-20,WWE,WWE 205 Live,WWE 205 Live #171,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6889,2020-03-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1076,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6890,2020-03-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1075,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6891,2020-03-23,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1400,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6892,2020-03-23,WWE,WWE Main Event,WWE Main Event #391,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6893,2020-03-24,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1401,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,False
6894,2020-03-25,WWE,WWE WrestleMania,WWE WrestleMania 36 Kickoff,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6895,2020-03-25,WWE,WWE WrestleMania,WWE WrestleMania 36,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6896,2020-03-25,WWE,WWE NXT,WWE NXT #518,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6897,2020-03-26,WWE,WWE WrestleMania,WWE WrestleMania 36 Kickoff,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6898,2020-03-26,WWE,WWE WrestleMania,WWE WrestleMania 36,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6899,2020-03-27,WWE,WWE 205 Live,WWE 205 Live #172,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,False
6900,2020-03-30,WWE,WWE Main Event,WWE Main Event #392,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,False
6901,2020-04-01,WWE,WWE NXT,WWE NXT #519,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6902,2020-04-03,WWE,WWE 205 Live,WWE 205 Live #173,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,False
6903,2020-04-06,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1402,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6904,2020-04-06,WWE,WWE Main Event,WWE Main Event #393,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6905,2020-04-08,WWE,WWE NXT,WWE NXT #520,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6906,2020-04-09,WWE,WWE NXT UK,WWE NXT UK #87 - Rise Of NXT UK,Televised,UK,UK,UK,UK,False
6907,2020-04-10,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1077,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6908,2020-04-10,WWE,WWE 205 Live,WWE 205 Live #174,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6909,2020-04-13,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1403,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6910,2020-04-13,WWE,WWE Main Event,WWE Main Event #394,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6911,2020-04-15,WWE,WWE NXT,WWE NXT #521,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6912,2020-04-16,WWE,WWE NXT UK,WWE NXT UK #88 - Superstar Picks,Televised,UK,UK,UK,UK,False
6913,2020-04-17,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1078,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6914,2020-04-17,WWE,WWE 205 Live,WWE 205 Live #175,Televised,USA,USA,USA,USA,True
6915,2020-04-20,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1404,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6916,2020-04-20,WWE,WWE Main Event,WWE Main Event #395,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6917,2020-04-22,WWE,WWE NXT,WWE NXT #522,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6918,2020-04-23,WWE,WWE NXT UK,WWE NXT UK #89 - Most Brilliant,Televised,UK,UK,UK,UK,False
6919,2020-04-24,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1079,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6920,2020-04-24,WWE,WWE 205 Live,WWE 205 Live #176,Televised,USA,USA,USA,USA,True
6921,2020-04-25,WWE,WWE Main Event,WWE Main Event #396,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6922,2020-04-25,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1081,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6923,2020-04-25,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1080,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6924,2020-04-27,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1406,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6925,2020-04-27,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1405,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6926,2020-04-27,WWE,WWE Main Event,WWE Main Event #397,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6927,2020-04-29,WWE,WWE NXT,WWE NXT #524,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6928,2020-04-29,WWE,WWE NXT,WWE NXT #523,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6929,2020-04-30,WWE,WWE NXT UK,WWE NXT UK #90 - Hidden Gems,Televised,UK,UK,UK,UK,False
6930,2020-05-01,WWE,WWE 205 Live,WWE 205 Live #177,Televised,USA,USA,USA,USA,False
6931,2020-05-07,WWE,WWE NXT UK,WWE NXT UK #91 - Imperium Dominates,Televised,UK,UK,UK,UK,False
6932,2020-05-08,WWE,WWE 205 Live,WWE 205 Live #178,Televised,USA,USA,USA,USA,False
6933,2020-05-10,WWE,WWE Money In The Bank,WWE Money In The Bank 2020 Kickoff,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6934,2020-05-10,WWE,WWE Money In The Bank,WWE Money In The Bank 2020,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6935,2020-05-11,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1407,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6936,2020-05-11,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1082,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6937,2020-05-12,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1408,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6938,2020-05-12,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1083,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6939,2020-05-13,WWE,WWE NXT,WWE NXT #526,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6940,2020-05-13,WWE,WWE NXT,WWE NXT #525,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6941,2020-05-14,WWE,WWE NXT UK,WWE NXT UK #92 - Superstar Picks,Televised,UK,UK,UK,UK,False
6942,2020-05-15,WWE,WWE Main Event,WWE Main Event #398,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6943,2020-05-15,WWE,WWE 205 Live,WWE 205 Live #179,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6944,2020-05-21,WWE,WWE NXT UK,WWE NXT UK #93 - Most Brilliant,Televised,UK,UK,UK,UK,False
6945,2020-05-22,WWE,WWE Main Event,WWE Main Event #399,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6946,2020-05-22,WWE,WWE 205 Live,WWE 205 Live #180,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6947,2020-05-25,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1409,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6948,2020-05-25,WWE,WWE Main Event,WWE Main Event #400,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6949,2020-05-25,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1084,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6950,2020-05-25,WWE,WWE 205 Live,WWE 205 Live #181,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6951,2020-05-26,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1410,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6952,2020-05-26,WWE,WWE Main Event,WWE Main Event #401,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6953,2020-05-26,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1085,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6954,2020-05-26,WWE,WWE 205 Live,WWE 205 Live #182,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6955,2020-05-27,WWE,WWE NXT,WWE NXT #528,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6956,2020-05-27,WWE,WWE NXT,WWE NXT #527,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6957,2020-05-28,WWE,WWE NXT UK,WWE NXT UK #94 - Hidden Gems,Televised,UK,UK,UK,UK,False
6958,2020-06-04,WWE,WWE NXT UK,WWE NXT UK #95 - Gallus Boys On Top,Televised,UK,UK,UK,UK,False
6959,2020-06-07,WWE,WWE NXT TakeOver: In Your House,WWE NXT TakeOver: In Your House 2020,PLE/PPV,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6960,2020-06-08,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1411,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6961,2020-06-08,WWE,WWE Main Event,WWE Main Event #402,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6962,2020-06-08,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1086,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6963,2020-06-08,WWE,WWE 205 Live,WWE 205 Live #183,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6964,2020-06-09,WWE,WWE NXT,WWE NXT #529,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
6965,2020-06-11,WWE,WWE NXT UK,WWE NXT UK #96 - Superstar Picks,Televised,UK,UK,UK,UK,False
6966,2020-06-14,WWE,WWE Backlash,WWE Backlash 2020 Kickoff,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6967,2020-06-14,WWE,WWE Backlash,WWE Backlash 2020,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
6968,2020-06-15,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1412,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6969,2020-06-15,WWE,WWE Main Event,WWE Main Event #403,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6970,2020-06-15,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1087,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6971,2020-06-15,WWE,WWE 205 Live,WWE 205 Live #184,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6972,2020-06-17,WWE,WWE NXT,WWE NXT #531,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6973,2020-06-17,WWE,WWE NXT,WWE NXT #530,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6974,2020-06-17,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1413,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6975,2020-06-17,WWE,WWE Main Event,WWE Main Event #404,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6976,2020-06-18,WWE,WWE NXT UK,WWE NXT UK #97 - Most Brilliant,Televised,UK,UK,UK,UK,False
6977,2020-06-25,WWE,WWE NXT UK,WWE NXT UK #98 - Superstar Picks,Televised,UK,UK,UK,UK,False
6978,2020-06-26,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1088,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6979,2020-06-26,WWE,WWE 205 Live,WWE 205 Live #185,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6980,2020-06-27,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1414,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6981,2020-06-27,WWE,WWE Main Event,WWE Main Event #405,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6982,2020-07-01,WWE,WWE NXT,WWE NXT #533 - The Great American Bash 2020,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6983,2020-07-01,WWE,WWE NXT,WWE NXT #532 - The Great American Bash 2020,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6984,2020-07-02,WWE,WWE NXT UK,WWE NXT UK #99 - Superstar Picks,Televised,UK,UK,UK,UK,True
6985,2020-07-02,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1090,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6986,2020-07-02,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1089,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6987,2020-07-02,WWE,WWE 205 Live,WWE 205 Live #187,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6988,2020-07-02,WWE,WWE 205 Live,WWE 205 Live #186,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6989,2020-07-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1416,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6990,2020-07-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1415,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6991,2020-07-03,WWE,WWE Main Event,WWE Main Event #407,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6992,2020-07-03,WWE,WWE Main Event,WWE Main Event #406,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6993,2020-07-09,WWE,WWE NXT UK,WWE NXT UK #100 - Superstar Picks,Televised,UK,UK,UK,UK,False
6994,2020-07-15,WWE,WWE NXT,WWE NXT #535,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6995,2020-07-15,WWE,WWE NXT,WWE NXT #534,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
6996,2020-07-16,WWE,WWE NXT UK,WWE NXT UK #101 - Greatest Hits,Televised,UK,UK,UK,UK,False
6997,2020-07-17,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1091,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6998,2020-07-17,WWE,WWE 205 Live,WWE 205 Live #188,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
6999,2020-07-19,WWE,The Horror Show At WWE Extreme Rules,The Horror Show At WWE Extreme Rules 2020 Kickoff,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7000,2020-07-19,WWE,The Horror Show At WWE Extreme Rules,The Horror Show At WWE Extreme Rules 2020,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7001,2020-07-20,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1418,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7002,2020-07-20,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1417,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7003,2020-07-20,WWE,WWE Main Event,WWE Main Event #409,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7004,2020-07-20,WWE,WWE Main Event,WWE Main Event #408,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7005,2020-07-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1093,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7006,2020-07-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1092,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7007,2020-07-21,WWE,WWE 205 Live,WWE 205 Live #190,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7008,2020-07-21,WWE,WWE 205 Live,WWE 205 Live #189,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7009,2020-07-23,WWE,WWE NXT UK,WWE NXT UK #102 - Greatest Hits,Televised,UK,UK,UK,UK,False
7010,2020-07-29,WWE,WWE NXT,WWE NXT #537,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
7011,2020-07-29,WWE,WWE NXT,WWE NXT #536,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
7012,2020-07-30,WWE,WWE NXT UK,WWE NXT UK #103 - Greatest Hits,Televised,UK,UK,UK,UK,False
7013,2020-08-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1420,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7014,2020-08-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1419,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7015,2020-08-03,WWE,WWE Main Event,WWE Main Event #411,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7016,2020-08-03,WWE,WWE Main Event,WWE Main Event #410,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7017,2020-08-04,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1094,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7018,2020-08-04,WWE,WWE 205 Live,WWE 205 Live #191,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7019,2020-08-06,WWE,WWE NXT UK,WWE NXT UK #104 - Greatest Hits,Televised,UK,UK,UK,UK,False
7020,2020-08-12,WWE,WWE NXT,WWE NXT #539,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
7021,2020-08-12,WWE,WWE NXT,WWE NXT #538,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
7022,2020-08-13,WWE,WWE NXT UK,WWE NXT UK #105 - Hidden Gems,Televised,UK,UK,UK,UK,True
7023,2020-08-13,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1421,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7024,2020-08-13,WWE,WWE Main Event,WWE Main Event #412,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7025,2020-08-13,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1095,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7026,2020-08-13,WWE,WWE 205 Live,WWE 205 Live #192,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7027,2020-08-20,WWE,WWE ThunderDome Show,WWE ThunderDome Show,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7028,2020-08-20,WWE,WWE NXT UK,WWE NXT UK #106 - Superstar Picks,Televised,UK,UK,UK,UK,True
7029,2020-08-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1096,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7030,2020-08-21,WWE,WWE 205 Live,WWE 205 Live #193,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7031,2020-08-22,WWE,WWE NXT TakeOver XXX Pre-Show,WWE NXT TakeOver XXX Pre-Show,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
7032,2020-08-22,WWE,WWE NXT TakeOver XXX,WWE NXT TakeOver XXX,PLE/PPV,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
7033,2020-08-23,WWE,WWE SummerSlam,WWE SummerSlam 2020 Kickoff,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
7034,2020-08-23,WWE,WWE SummerSlam,WWE SummerSlam 2020,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
7035,2020-08-24,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1422,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7036,2020-08-24,WWE,WWE Main Event,WWE Main Event #413,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7037,2020-08-26,WWE,WWE NXT,WWE NXT #540,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
7038,2020-08-27,WWE,WWE NXT UK,WWE NXT UK #107 - Superstar Picks,Televised,UK,UK,UK,UK,False
7039,2020-08-28,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1097,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7040,2020-08-28,WWE,WWE 205 Live,WWE 205 Live #194,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
7041,2020-08-30,WWE,WWE Payback,WWE Payback 2020 Kickoff,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
7042,2020-08-30,WWE,WWE Payback,WWE Payback 2020,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
7043,2020-08-31,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1423,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
